"Row","Col","Sample","Plate"
"H",8,"E0886","E0823-E0918"
"A",9,"E0887","E0823-E0918"
"B",9,"E0888","E0823-E0918"
"C",9,"E0889","E0823-E0918"
"D",9,"E0890","E0823-E0918"
"E",9,"E0891","E0823-E0918"
"F",9,"E0892","E0823-E0918"
"G",9,"E0893","E0823-E0918"
"H",9,"E0894","E0823-E0918"
"A",10,"E0895","E0823-E0918"
"B",10,"E0896","E0823-E0918"
"C",10,"E0897","E0823-E0918"
"D",10,"E0898","E0823-E0918"
"E",10,"E0899","E0823-E0918"
"F",10,"E0900","E0823-E0918"
"G",10,"E0901","E0823-E0918"
"H",10,"E0902","E0823-E0918"
"A",11,"E0903","E0823-E0918"
"B",11,"E0904","E0823-E0918"
"C",11,"E0905","E0823-E0918"
"D",11,"E0906","E0823-E0918"
"E",11,"E0907","E0823-E0918"
"F",11,"E0908","E0823-E0918"
"G",11,"E0909","E0823-E0918"
"H",11,"E0910","E0823-E0918"
"A",12,"E0911","E0823-E0918"
"B",12,"E0912","E0823-E0918"
"C",12,"E0913","E0823-E0918"
"D",12,"E0914","E0823-E0918"
"E",12,"E0915","E0823-E0918"
"F",12,"E0916","E0823-E0918"
"G",12,"E0917","E0823-E0918"
"H",12,"E0918","E0823-E0918"
"A",1,"E0919","E0919-E1014"
"B",1,"E0920","E0919-E1014"
"C",1,"E0921","E0919-E1014"
"D",1,"E0922","E0919-E1014"
"E",1,"E0923","E0919-E1014"
"F",1,"E0924","E0919-E1014"
"G",1,"E0925","E0919-E1014"
"H",1,"E0926","E0919-E1014"
"A",2,"E0927","E0919-E1014"
"B",2,"E0928","E0919-E1014"
"C",2,"E0929","E0919-E1014"
"D",2,"E0930","E0919-E1014"
"E",2,"E0931","E0919-E1014"
"F",2,"E0932","E0919-E1014"
"G",2,"E0933","E0919-E1014"
"H",2,"E0934","E0919-E1014"
"A",3,"E0935","E0919-E1014"
"B",3,"E0936","E0919-E1014"
"C",3,"E0937","E0919-E1014"
"D",3,"E0938","E0919-E1014"
"E",3,"E0939","E0919-E1014"
"F",3,"E0940","E0919-E1014"
"G",3,"E0941","E0919-E1014"
"H",3,"E0942","E0919-E1014"
"A",4,"E0943","E0919-E1014"
"B",4,"E0944","E0919-E1014"
"C",4,"E0945","E0919-E1014"
"D",4,"E0946","E0919-E1014"
"E",4,"E0947","E0919-E1014"
"F",4,"E0948","E0919-E1014"
"G",4,"E0949","E0919-E1014"
"H",4,"E0950","E0919-E1014"
"A",5,"E0951","E0919-E1014"
"B",5,"E0952","E0919-E1014"
"C",5,"E0953","E0919-E1014"
"D",5,"E0954","E0919-E1014"
"E",5,"E0955","E0919-E1014"
"F",5,"E0956","E0919-E1014"
"G",5,"E0957","E0919-E1014"
"H",5,"E0958","E0919-E1014"
"A",6,"E0959","E0919-E1014"
"B",6,"E0960","E0919-E1014"
"C",6,"E0961","E0919-E1014"
"D",6,"E0962","E0919-E1014"
"E",6,"E0963","E0919-E1014"
"F",6,"E0964","E0919-E1014"
"G",6,"E0965","E0919-E1014"
"H",6,"E0966","E0919-E1014"
"A",7,"E0967","E0919-E1014"
"B",7,"E0968","E0919-E1014"
"C",7,"E0969","E0919-E1014"
"D",7,"E0970","E0919-E1014"
"E",7,"E0971","E0919-E1014"
"F",7,"E0972","E0919-E1014"
"G",7,"E0973","E0919-E1014"
"H",7,"E0974","E0919-E1014"
"A",8,"E0975","E0919-E1014"
"B",8,"E0976","E0919-E1014"
"C",8,"E0977","E0919-E1014"
"D",8,"E0978","E0919-E1014"
"E",8,"E0979","E0919-E1014"
"F",8,"E0980","E0919-E1014"
"G",8,"E0981","E0919-E1014"
"H",8,"E0982","E0919-E1014"
"A",9,"E0983","E0919-E1014"
"B",9,"E0984","E0919-E1014"
"C",9,"E0985","E0919-E1014"
"D",9,"E0986","E0919-E1014"
"E",9,"E0987","E0919-E1014"
"F",9,"E0988","E0919-E1014"
"G",9,"E0989","E0919-E1014"
"H",9,"E0990","E0919-E1014"
"A",10,"E0991","E0919-E1014"
"B",10,"E0992","E0919-E1014"
"C",10,"E0993","E0919-E1014"
"D",10,"E0994","E0919-E1014"
"E",10,"E0995","E0919-E1014"
"F",10,"E0996","E0919-E1014"
"G",10,"E0997","E0919-E1014"
"H",10,"E0998","E0919-E1014"
"A",11,"E0999","E0919-E1014"
"B",11,"E1000","E0919-E1014"
"C",11,"E1001","E0919-E1014"
"D",11,"E1002","E0919-E1014"
"E",11,"E1003","E0919-E1014"
"F",11,"E1004","E0919-E1014"
"G",11,"E1005","E0919-E1014"
"H",11,"E1006","E0919-E1014"
"A",12,"E1007","E0919-E1014"
"B",12,"E1008","E0919-E1014"
"C",12,"E1009","E0919-E1014"
"D",12,"E1010","E0919-E1014"
"E",12,"E1011","E0919-E1014"
"F",12,"E1012","E0919-E1014"
"G",12,"E1013","E0919-E1014"
"H",12,"E1014","E0919-E1014"
"A",1,"E1015","E1015-E1110"
"B",1,"E1016","E1015-E1110"
"C",1,"E1017","E1015-E1110"
"D",1,"E1018","E1015-E1110"
"E",1,"E1019","E1015-E1110"
"F",1,"E1020","E1015-E1110"
"G",1,"E1021","E1015-E1110"
"H",1,"E1022","E1015-E1110"
"A",2,"E1023","E1015-E1110"
"B",2,"E1024","E1015-E1110"
"C",2,"E1025","E1015-E1110"
"D",2,"E1026","E1015-E1110"
"E",2,"E1027","E1015-E1110"
"F",2,"E1028","E1015-E1110"
"G",2,"E1029","E1015-E1110"
"H",2,"E1030","E1015-E1110"
"A",3,"E1031","E1015-E1110"
"B",3,"E1032","E1015-E1110"
"C",3,"E1033","E1015-E1110"
"D",3,"E1034","E1015-E1110"
"E",3,"E1035","E1015-E1110"
"F",3,"E1036","E1015-E1110"
"G",3,"E1037","E1015-E1110"
"H",3,"E1038","E1015-E1110"
"A",4,"E1039","E1015-E1110"
"B",4,"E1040","E1015-E1110"
"C",4,"E1041","E1015-E1110"
"D",4,"E1042","E1015-E1110"
"E",4,"E1043","E1015-E1110"
"F",4,"E1044","E1015-E1110"
"G",4,"E1045","E1015-E1110"
"H",4,"E1046","E1015-E1110"
"A",5,"E1047","E1015-E1110"
"B",5,"E1048","E1015-E1110"
"C",5,"E1049","E1015-E1110"
"D",5,"E1050","E1015-E1110"
"E",5,"E1051","E1015-E1110"
"F",5,"E1052","E1015-E1110"
"G",5,"E1053","E1015-E1110"
"H",5,"E1054","E1015-E1110"
"A",6,"E1055","E1015-E1110"
"B",6,"E1056","E1015-E1110"
"C",6,"E1057","E1015-E1110"
"D",6,"E1058","E1015-E1110"
"E",6,"E1059","E1015-E1110"
"F",6,"E1060","E1015-E1110"
"G",6,"E1061","E1015-E1110"
"H",6,"E1062","E1015-E1110"
"A",7,"E1063","E1015-E1110"
"B",7,"E1064","E1015-E1110"
"C",7,"E1065","E1015-E1110"
"D",7,"E1066","E1015-E1110"
"E",7,"E1067","E1015-E1110"
"F",7,"E1068","E1015-E1110"
"G",7,"E1069","E1015-E1110"
"H",7,"E1070","E1015-E1110"
"A",8,"E1071","E1015-E1110"
"B",8,"E1072","E1015-E1110"
"C",8,"E1073","E1015-E1110"
"D",8,"E1074","E1015-E1110"
"E",8,"E1075","E1015-E1110"
"F",8,"E1076","E1015-E1110"
"G",8,"E1077","E1015-E1110"
"H",8,"E1078","E1015-E1110"
"A",9,"E1079","E1015-E1110"
"B",9,"E1080","E1015-E1110"
"C",9,"E1081","E1015-E1110"
"D",9,"E1082","E1015-E1110"
"E",9,"E1083","E1015-E1110"
"F",9,"E1084","E1015-E1110"
"G",9,"E1085","E1015-E1110"
"H",9,"E1086","E1015-E1110"
"A",10,"E1087","E1015-E1110"
"B",10,"E1088","E1015-E1110"
"C",10,"E1089","E1015-E1110"
"D",10,"E1090","E1015-E1110"
"E",10,"E1091","E1015-E1110"
"F",10,"E1092","E1015-E1110"
"G",10,"E1093","E1015-E1110"
"H",10,"E1094","E1015-E1110"
"A",11,"E1095","E1015-E1110"
"B",11,"E1096","E1015-E1110"
"C",11,"E1097","E1015-E1110"
"D",11,"E1098","E1015-E1110"
"E",11,"E1099","E1015-E1110"
"F",11,"E1100","E1015-E1110"
"G",11,"E1101","E1015-E1110"
"H",11,"E1102","E1015-E1110"
"A",12,"E1103","E1015-E1110"
"B",12,"E1104","E1015-E1110"
"C",12,"E1105","E1015-E1110"
"D",12,"E1106","E1015-E1110"
"E",12,"E1107","E1015-E1110"
"F",12,"E1108","E1015-E1110"
"G",12,"E1109","E1015-E1110"
"H",12,"E1110","E1015-E1110"
"A",1,"E1111","E1111-E1206"
"B",1,"E1112","E1111-E1206"
"C",1,"E1113","E1111-E1206"
"D",1,"E1114","E1111-E1206"
"E",1,"E1115","E1111-E1206"
"F",1,"E1116","E1111-E1206"
"G",1,"E1117","E1111-E1206"
"H",1,"E1118","E1111-E1206"
"A",2,"E1119","E1111-E1206"
"B",2,"E1120","E1111-E1206"
"C",2,"E1121","E1111-E1206"
"D",2,"E1122","E1111-E1206"
"E",2,"E1123","E1111-E1206"
"F",2,"E1124","E1111-E1206"
"G",2,"E1125","E1111-E1206"
"H",2,"E1126","E1111-E1206"
"A",3,"E1127","E1111-E1206"
"B",3,"E1128","E1111-E1206"
"C",3,"E1129","E1111-E1206"
"D",3,"E1130","E1111-E1206"
"E",3,"E1131","E1111-E1206"
"F",3,"E1132","E1111-E1206"
"G",3,"E1133","E1111-E1206"
"H",3,"E1134","E1111-E1206"
"A",4,"E1135","E1111-E1206"
"B",4,"E1136","E1111-E1206"
"C",4,"E1137","E1111-E1206"
"D",4,"E1138","E1111-E1206"
"E",4,"E1139","E1111-E1206"
"F",4,"E1140","E1111-E1206"
"G",4,"E1141","E1111-E1206"
"H",4,"E1142","E1111-E1206"
"A",5,"E1143","E1111-E1206"
"B",5,"E1144","E1111-E1206"
"C",5,"E1145","E1111-E1206"
"D",5,"E1146","E1111-E1206"
"E",5,"E1147","E1111-E1206"
"F",5,"E1148","E1111-E1206"
"G",5,"E1149","E1111-E1206"
"H",5,"E1150","E1111-E1206"
"A",6,"E1151","E1111-E1206"
"B",6,"E1152","E1111-E1206"
"C",6,"E1153","E1111-E1206"
"D",6,"E1154","E1111-E1206"
"E",6,"E1155","E1111-E1206"
"F",6,"E1156","E1111-E1206"
"G",6,"E1157","E1111-E1206"
"H",6,"E1158","E1111-E1206"
"A",7,"E1159","E1111-E1206"
"B",7,"E1160","E1111-E1206"
"C",7,"E1161","E1111-E1206"
"D",7,"E1162","E1111-E1206"
"E",7,"E1163","E1111-E1206"
"F",7,"E1164","E1111-E1206"
"G",7,"E1165","E1111-E1206"
"H",7,"E1166","E1111-E1206"
"A",8,"E1167","E1111-E1206"
"B",8,"E1168","E1111-E1206"
"C",8,"E1169","E1111-E1206"
"D",8,"E1170","E1111-E1206"
"E",8,"E1171","E1111-E1206"
"F",8,"E1172","E1111-E1206"
"G",8,"E1173","E1111-E1206"
"H",8,"E1174","E1111-E1206"
"A",9,"E1175","E1111-E1206"
"B",9,"E1176","E1111-E1206"
"C",9,"E1177","E1111-E1206"
"D",9,"E1178","E1111-E1206"
"E",9,"E1179","E1111-E1206"
"F",9,"E1180","E1111-E1206"
"G",9,"E1181","E1111-E1206"
"H",9,"E1182","E1111-E1206"
"A",10,"E1183","E1111-E1206"
"B",10,"E1184","E1111-E1206"
"C",10,"E1185","E1111-E1206"
"D",10,"E1186","E1111-E1206"
"E",10,"E1187","E1111-E1206"
"F",10,"E1188","E1111-E1206"
"G",10,"E1189","E1111-E1206"
"H",10,"E1190","E1111-E1206"
"A",11,"E1191","E1111-E1206"
"B",11,"E1192","E1111-E1206"
"C",11,"E1193","E1111-E1206"
"D",11,"E1194","E1111-E1206"
"E",11,"E1195","E1111-E1206"
"F",11,"E1196","E1111-E1206"
"G",11,"E1197","E1111-E1206"
"H",11,"E1198","E1111-E1206"
"A",12,"E1199","E1111-E1206"
"B",12,"E1200","E1111-E1206"
"C",12,"E1201","E1111-E1206"
"D",12,"E1202","E1111-E1206"
"E",12,"E1203","E1111-E1206"
"F",12,"E1204","E1111-E1206"
"G",12,"E1205","E1111-E1206"
"H",12,"E1206","E1111-E1206"
"A",1,"E1207","E1207-E1302"
"B",1,"E1208","E1207-E1302"
"C",1,"E1209","E1207-E1302"
"D",1,"E1210","E1207-E1302"
"E",1,"E1211","E1207-E1302"
"F",1,"E1212","E1207-E1302"
"G",1,"E1213","E1207-E1302"
"H",1,"E1214","E1207-E1302"
"A",2,"E1215","E1207-E1302"
"B",2,"E1216","E1207-E1302"
"C",2,"E1217","E1207-E1302"
"D",2,"E1218","E1207-E1302"
"E",2,"E1219","E1207-E1302"
"F",2,"E1220","E1207-E1302"
"G",2,"E1221","E1207-E1302"
"H",2,"E1222","E1207-E1302"
"A",3,"E1223","E1207-E1302"
"B",3,"E1224","E1207-E1302"
"C",3,"E1225","E1207-E1302"
"D",3,"E1226","E1207-E1302"
"E",3,"E1227","E1207-E1302"
"F",3,"E1228","E1207-E1302"
"G",3,"E1229","E1207-E1302"
"H",3,"E1230","E1207-E1302"
"A",4,"E1231","E1207-E1302"
"B",4,"E1232","E1207-E1302"
"C",4,"E1233","E1207-E1302"
"D",4,"E1234","E1207-E1302"
"E",4,"E1235","E1207-E1302"
"F",4,"E1236","E1207-E1302"
"G",4,"E1237","E1207-E1302"
"H",4,"E1238","E1207-E1302"
"A",5,"E1239","E1207-E1302"
"B",5,"E1240","E1207-E1302"
"C",5,"E1241","E1207-E1302"
"D",5,"E1242","E1207-E1302"
"E",5,"E1243","E1207-E1302"
"F",5,"E1244","E1207-E1302"
"G",5,"E1245","E1207-E1302"
"H",5,"E1246","E1207-E1302"
"A",6,"E1247","E1207-E1302"
"B",6,"E1248","E1207-E1302"
"C",6,"E1249","E1207-E1302"
"D",6,"E1250","E1207-E1302"
"E",6,"E1251","E1207-E1302"
"F",6,"E1252","E1207-E1302"
"G",6,"E1253","E1207-E1302"
"H",6,"E1254","E1207-E1302"
"A",7,"E1255","E1207-E1302"
"B",7,"E1256","E1207-E1302"
"C",7,"E1257","E1207-E1302"
"D",7,"E1258","E1207-E1302"
"E",7,"E1259","E1207-E1302"
"F",7,"E1260","E1207-E1302"
"G",7,"E1261","E1207-E1302"
"H",7,"E1262","E1207-E1302"
"A",8,"E1263","E1207-E1302"
"B",8,"E1264","E1207-E1302"
"C",8,"E1265","E1207-E1302"
"D",8,"E1266","E1207-E1302"
"E",8,"E1267","E1207-E1302"
"F",8,"E1268","E1207-E1302"
"G",8,"E1269","E1207-E1302"
"H",8,"E1270","E1207-E1302"
"A",9,"E1271","E1207-E1302"
"B",9,"E1272","E1207-E1302"
"C",9,"E1273","E1207-E1302"
"D",9,"E1274","E1207-E1302"
"E",9,"E1275","E1207-E1302"
"F",9,"E1276","E1207-E1302"
"G",9,"E1277","E1207-E1302"
"H",9,"E1278","E1207-E1302"
"A",10,"E1279","E1207-E1302"
"B",10,"E1280","E1207-E1302"
"C",10,"E1281","E1207-E1302"
"D",10,"E1282","E1207-E1302"
"E",10,"E1283","E1207-E1302"
"F",10,"E1284","E1207-E1302"
"G",10,"E1285","E1207-E1302"
"H",10,"E1286","E1207-E1302"
"A",11,"E1287","E1207-E1302"
"B",11,"E1288","E1207-E1302"
"C",11,"E1289","E1207-E1302"
"D",11,"E1290","E1207-E1302"
"E",11,"E1291","E1207-E1302"
"F",11,"E1292","E1207-E1302"
"G",11,"E1293","E1207-E1302"
"H",11,"E1294","E1207-E1302"
"A",12,"E1295","E1207-E1302"
"B",12,"E1296","E1207-E1302"
"C",12,"E1297","E1207-E1302"
"D",12,"E1298","E1207-E1302"
"E",12,"E1299","E1207-E1302"
"F",12,"E1300","E1207-E1302"
"G",12,"E1301","E1207-E1302"
"H",12,"E1302","E1207-E1302"
"A",1,"E1303","E1303-E1398"
"B",1,"E1304","E1303-E1398"
"C",1,"E1305","E1303-E1398"
"D",1,"E1306","E1303-E1398"
"E",1,"E1307","E1303-E1398"
"F",1,"E1308","E1303-E1398"
"G",1,"E1309","E1303-E1398"
"H",1,"E1310","E1303-E1398"
"A",2,"E1311","E1303-E1398"
"B",2,"E1312","E1303-E1398"
"C",2,"E1313","E1303-E1398"
"D",2,"E1314","E1303-E1398"
"E",2,"E1315","E1303-E1398"
"F",2,"E1316","E1303-E1398"
"G",2,"E1317","E1303-E1398"
"H",2,"E1318","E1303-E1398"
"A",3,"E1319","E1303-E1398"
"B",3,"E1320","E1303-E1398"
"C",3,"E1321","E1303-E1398"
"D",3,"E1322","E1303-E1398"
"E",3,"E1323","E1303-E1398"
"F",3,"E1324","E1303-E1398"
"G",3,"E1325","E1303-E1398"
"H",3,"E1326","E1303-E1398"
"A",4,"E1327","E1303-E1398"
"B",4,"E1328","E1303-E1398"
"C",4,"E1329","E1303-E1398"
"D",4,"E1330","E1303-E1398"
"E",4,"E1331","E1303-E1398"
"F",4,"E1332","E1303-E1398"
"G",4,"E1333","E1303-E1398"
"H",4,"E1334","E1303-E1398"
"A",5,"E1335","E1303-E1398"
"B",5,"E1336","E1303-E1398"
"C",5,"E1337","E1303-E1398"
"D",5,"E1338","E1303-E1398"
"E",5,"E1339","E1303-E1398"
"F",5,"E1340","E1303-E1398"
"G",5,"E1341","E1303-E1398"
"H",5,"E1342","E1303-E1398"
"A",6,"E1343","E1303-E1398"
"B",6,"E1344","E1303-E1398"
"C",6,"E1345","E1303-E1398"
"D",6,"E1346","E1303-E1398"
"E",6,"E1347","E1303-E1398"
"F",6,"E1348","E1303-E1398"
"G",6,"E1349","E1303-E1398"
"H",6,"E1350","E1303-E1398"
"A",7,"E1351","E1303-E1398"
"B",7,"E1352","E1303-E1398"
"C",7,"E1353","E1303-E1398"
"D",7,"E1354","E1303-E1398"
"E",7,"E1355","E1303-E1398"
"F",7,"E1356","E1303-E1398"
"G",7,"E1357","E1303-E1398"
"H",7,"E1358","E1303-E1398"
"A",8,"E1359","E1303-E1398"
"B",8,"E1360","E1303-E1398"
"C",8,"E1361","E1303-E1398"
"D",8,"E1362","E1303-E1398"
"E",8,"E1363","E1303-E1398"
"F",8,"E1364","E1303-E1398"
"G",8,"E1365","E1303-E1398"
"H",8,"E1366","E1303-E1398"
"A",9,"E1367","E1303-E1398"
"B",9,"E1368","E1303-E1398"
"C",9,"E1369","E1303-E1398"
"D",9,"E1370","E1303-E1398"
"E",9,"E1371","E1303-E1398"
"F",9,"E1372","E1303-E1398"
"G",9,"E1373","E1303-E1398"
"H",9,"E1374","E1303-E1398"
"A",10,"E1375","E1303-E1398"
"B",10,"E1376","E1303-E1398"
"C",10,"E1377","E1303-E1398"
"D",10,"E1378","E1303-E1398"
"E",10,"E1379","E1303-E1398"
"F",10,"E1380","E1303-E1398"
"G",10,"E1381","E1303-E1398"
"H",10,"E1382","E1303-E1398"
"A",11,"E1383","E1303-E1398"
"B",11,"E1384","E1303-E1398"
"C",11,"E1385","E1303-E1398"
"D",11,"E1386","E1303-E1398"
"E",11,"E1387","E1303-E1398"
"F",11,"E1388","E1303-E1398"
"G",11,"E1389","E1303-E1398"
"H",11,"E1390","E1303-E1398"
"A",12,"E1391","E1303-E1398"
"B",12,"E1392","E1303-E1398"
"C",12,"E1393","E1303-E1398"
"D",12,"E1394","E1303-E1398"
"E",12,"E1395","E1303-E1398"
"F",12,"E1396","E1303-E1398"
"G",12,"E1397","E1303-E1398"
"H",12,"E1398","E1303-E1398"
"A",1,"E1399","E1399-E1494"
"B",1,"E1400","E1399-E1494"
"C",1,"E1401","E1399-E1494"
"D",1,"E1402","E1399-E1494"
"E",1,"E1403","E1399-E1494"
"F",1,"E1404","E1399-E1494"
"G",1,"E1405","E1399-E1494"
"H",1,"E1406","E1399-E1494"
"A",2,"E1407","E1399-E1494"
"B",2,"E1408","E1399-E1494"
"C",2,"E1409","E1399-E1494"
"D",2,"E1410","E1399-E1494"
"E",2,"E1411","E1399-E1494"
"F",2,"E1412","E1399-E1494"
"G",2,"E1413","E1399-E1494"
"H",2,"E1414","E1399-E1494"
"A",3,"E1415","E1399-E1494"
"B",3,"E1416","E1399-E1494"
"C",3,"E1417","E1399-E1494"
"D",3,"E1418","E1399-E1494"
"E",3,"E1419","E1399-E1494"
"F",3,"E1420","E1399-E1494"
"G",3,"E1421","E1399-E1494"
"H",3,"E1422","E1399-E1494"
"A",4,"E1423","E1399-E1494"
"B",4,"E1424","E1399-E1494"
"C",4,"E1425","E1399-E1494"
"D",4,"E1426","E1399-E1494"
"E",4,"E1427","E1399-E1494"
"F",4,"E1428","E1399-E1494"
"G",4,"E1429","E1399-E1494"
"H",4,"E1430","E1399-E1494"
"A",5,"E1431","E1399-E1494"
"B",5,"E1432","E1399-E1494"
"C",5,"E1433","E1399-E1494"
"D",5,"E1434","E1399-E1494"
"E",5,"E1435","E1399-E1494"
"F",5,"E1436","E1399-E1494"
"G",5,"E1437","E1399-E1494"
"H",5,"E1438","E1399-E1494"
"A",6,"E1439","E1399-E1494"
"B",6,"E1440","E1399-E1494"
"C",6,"E1441","E1399-E1494"
"D",6,"E1442","E1399-E1494"
"E",6,"E1443","E1399-E1494"
"F",6,"E1444","E1399-E1494"
"G",6,"E1445","E1399-E1494"
"H",6,"E1446","E1399-E1494"
"A",7,"E1447","E1399-E1494"
"B",7,"E1448","E1399-E1494"
"C",7,"E1449","E1399-E1494"
"D",7,"E1450","E1399-E1494"
"E",7,"E1451","E1399-E1494"
"F",7,"E1452","E1399-E1494"
"G",7,"E1453","E1399-E1494"
"H",7,"E1454","E1399-E1494"
"A",8,"E1455","E1399-E1494"
"B",8,"E1456","E1399-E1494"
"C",8,"E1457","E1399-E1494"
"D",8,"E1458","E1399-E1494"
"E",8,"E1459","E1399-E1494"
"F",8,"E1460","E1399-E1494"
"G",8,"E1461","E1399-E1494"
"H",8,"E1462","E1399-E1494"
"A",9,"E1463","E1399-E1494"
"B",9,"E1464","E1399-E1494"
"C",9,"E1465","E1399-E1494"
"D",9,"E1466","E1399-E1494"
"E",9,"E1467","E1399-E1494"
"F",9,"E1468","E1399-E1494"
"G",9,"E1469","E1399-E1494"
"H",9,"E1470","E1399-E1494"
"A",10,"E1471","E1399-E1494"
"B",10,"E1472","E1399-E1494"
"C",10,"E1473","E1399-E1494"
"D",10,"E1474","E1399-E1494"
"E",10,"E1475","E1399-E1494"
"F",10,"E1476","E1399-E1494"
"G",10,"E1477","E1399-E1494"
"H",10,"E1478","E1399-E1494"
"A",11,"E1479","E1399-E1494"
"B",11,"E1480","E1399-E1494"
"C",11,"E1481","E1399-E1494"
"D",11,"E1482","E1399-E1494"
"E",11,"E1483","E1399-E1494"
"F",11,"E1484","E1399-E1494"
"G",11,"E1485","E1399-E1494"
"H",11,"E1486","E1399-E1494"
"A",12,"E1487","E1399-E1494"
"B",12,"E1488","E1399-E1494"
"C",12,"E1489","E1399-E1494"
"D",12,"E1490","E1399-E1494"
"E",12,"E1491","E1399-E1494"
"F",12,"E1492","E1399-E1494"
"G",12,"E1493","E1399-E1494"
"H",12,"E1494","E1399-E1494"
"A",1,"E1495","E1495-E1590"
"B",1,"E1496","E1495-E1590"
"C",1,"E1497","E1495-E1590"
"D",1,"E1498","E1495-E1590"
"E",1,"E1499","E1495-E1590"
"F",1,"E1500","E1495-E1590"
"G",1,"E1501","E1495-E1590"
"H",1,"E1502","E1495-E1590"
"A",2,"E1503","E1495-E1590"
"B",2,"E1504","E1495-E1590"
"C",2,"E1505","E1495-E1590"
"D",2,"E1506","E1495-E1590"
"E",2,"E1507","E1495-E1590"
"F",2,"E1508","E1495-E1590"
"G",2,"E1509","E1495-E1590"
"H",2,"E1510","E1495-E1590"
"A",3,"E1511","E1495-E1590"
"B",3,"E1512","E1495-E1590"
"C",3,"E1513","E1495-E1590"
"D",3,"E1514","E1495-E1590"
"E",3,"E1515","E1495-E1590"
"F",3,"E1516","E1495-E1590"
"G",3,"E1517","E1495-E1590"
"H",3,"E1518","E1495-E1590"
"A",4,"E1519","E1495-E1590"
"B",4,"E1520","E1495-E1590"
"C",4,"E1521","E1495-E1590"
"D",4,"E1522","E1495-E1590"
"E",4,"E1523","E1495-E1590"
"F",4,"E1524","E1495-E1590"
"G",4,"E1525","E1495-E1590"
"H",4,"E1526","E1495-E1590"
"A",5,"E1527","E1495-E1590"
"B",5,"E1528","E1495-E1590"
"C",5,"E1529","E1495-E1590"
"D",5,"E1530","E1495-E1590"
"E",5,"E1531","E1495-E1590"
"F",5,"E1532","E1495-E1590"
"G",5,"E1533","E1495-E1590"
"H",5,"E1534","E1495-E1590"
"A",6,"E1535","E1495-E1590"
"B",6,"E1536","E1495-E1590"
"C",6,"E1537","E1495-E1590"
"D",6,"E1538","E1495-E1590"
"E",6,"E1539","E1495-E1590"
"F",6,"E1540","E1495-E1590"
"G",6,"E1541","E1495-E1590"
"H",6,"E1542","E1495-E1590"
"A",7,"E1543","E1495-E1590"
"B",7,"E1544","E1495-E1590"
"C",7,"E1545","E1495-E1590"
"D",7,"E1546","E1495-E1590"
"E",7,"E1547","E1495-E1590"
"F",7,"E1548","E1495-E1590"
"G",7,"E1549","E1495-E1590"
"H",7,"E1550","E1495-E1590"
"A",8,"E1551","E1495-E1590"
"B",8,"E1552","E1495-E1590"
"C",8,"E1553","E1495-E1590"
"D",8,"E1554","E1495-E1590"
"E",8,"E1555","E1495-E1590"
"F",8,"E1556","E1495-E1590"
"G",8,"E1557","E1495-E1590"
"H",8,"E1558","E1495-E1590"
"A",9,"E1559","E1495-E1590"
"B",9,"E1560","E1495-E1590"
"C",9,"E1561","E1495-E1590"
"D",9,"E1562","E1495-E1590"
"E",9,"E1563","E1495-E1590"
"F",9,"E1564","E1495-E1590"
"G",9,"E1565","E1495-E1590"
"H",9,"E1566","E1495-E1590"
"A",10,"E1567","E1495-E1590"
"B",10,"E1568","E1495-E1590"
"C",10,"E1569","E1495-E1590"
"D",10,"E1570","E1495-E1590"
"E",10,"E1571","E1495-E1590"
"F",10,"E1572","E1495-E1590"
"G",10,"E1573","E1495-E1590"
"H",10,"E1574","E1495-E1590"
"A",11,"E1575","E1495-E1590"
"B",11,"E1576","E1495-E1590"
"C",11,"E1577","E1495-E1590"
"D",11,"E1578","E1495-E1590"
"E",11,"E1579","E1495-E1590"
"F",11,"E1580","E1495-E1590"
"G",11,"E1581","E1495-E1590"
"H",11,"E1582","E1495-E1590"
"A",12,"E1583","E1495-E1590"
"B",12,"E1584","E1495-E1590"
"C",12,"E1585","E1495-E1590"
"D",12,"E1586","E1495-E1590"
"E",12,"E1587","E1495-E1590"
"F",12,"E1588","E1495-E1590"
"G",12,"E1589","E1495-E1590"
"H",12,"E1590","E1495-E1590"
"A",1,"E1591","E1591-E1686"
"B",1,"E1592","E1591-E1686"
"C",1,"E1593","E1591-E1686"
"D",1,"E1594","E1591-E1686"
"E",1,"E1595","E1591-E1686"
"F",1,"E1596","E1591-E1686"
"G",1,"E1597","E1591-E1686"
"H",1,"E1598","E1591-E1686"
"A",2,"E1599","E1591-E1686"
"B",2,"E1600","E1591-E1686"
"C",2,"E1601","E1591-E1686"
"D",2,"E1602","E1591-E1686"
"E",2,"E1603","E1591-E1686"
"F",2,"E1604","E1591-E1686"
"G",2,"E1605","E1591-E1686"
"H",2,"E1606","E1591-E1686"
"A",3,"E1607","E1591-E1686"
"B",3,"E1608","E1591-E1686"
"C",3,"E1609","E1591-E1686"
"D",3,"E1610","E1591-E1686"
"E",3,"E1611","E1591-E1686"
"F",3,"E1612","E1591-E1686"
"G",3,"E1613","E1591-E1686"
"H",3,"E1614","E1591-E1686"
"A",4,"E1615","E1591-E1686"
"B",4,"E1616","E1591-E1686"
"C",4,"E1617","E1591-E1686"
"D",4,"E1618","E1591-E1686"
"E",4,"E1619","E1591-E1686"
"F",4,"E1620","E1591-E1686"
"G",4,"E1621","E1591-E1686"
